Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Stress_Level,Mental_Health_Condition,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
46,Non-binary,Data Scientist,Consulting,14,Remote,29,13,Medium,Anxiety,Unsatisfied,1,Daily,Average,Asia
25,Prefer not to say,Sales,Healthcare,9,Hybrid,26,12,High,Depression,Unsatisfied,3,Daily,Good,Asia
60,Female,HR,Education,34,Remote,38,7,High,Depression,Neutral,4,Weekly,Good,Asia
28,Male,HR,IT,32,Remote,49,0,Medium,Burnout,Satisfied,2,Weekly,Poor,Asia
52,Non-binary,Sales,Finance,30,Remote,33,14,Medium,Anxiety,Neutral,5,Weekly,Good,Asia
32,Prefer not to say,Software Engineer,Consulting,28,Onsite,41,13,Medium,Depression,Neutral,1,Daily,Average,Asia
48,Prefer not to say,Project Manager,Education,7,Onsite,55,1,Medium,Depression,Neutral,1,Weekly,Good,Asia
22,Non-binary,Software Engineer,Retail,7,Onsite,47,10,Medium,Burnout,Neutral,1,None,Average,Asia
51,Male,HR,Finance,22,Hybrid,41,7,Low,Burnout,Unsatisfied,5,None,Average,Asia
36,Female,Marketing,Education,10,Remote,32,7,Medium,None,Unsatisfied,3,Weekly,Good,Asia
51,Non-binary,Data Scientist,Manufacturing,2,Remote,58,14,Low,Depression,Satisfied,4,None,Average,Asia
53,Prefer not to say,Marketing,Consulting,1,Onsite,42,14,High,Depression,Satisfied,3,Daily,Poor,Asia
37,Prefer not to say,HR,Education,14,Hybrid,40,13,Low,Burnout,Satisfied,1,Weekly,Average,Asia
35,Female,Sales,Consulting,26,Hybrid,35,15,Medium,Depression,Unsatisfied,2,None,Poor,Asia
39,Non-binary,Sales,Healthcare,22,Remote,21,2,Low,Burnout,Unsatisfied,1,Daily,Poor,Asia
52,Non-binary,Project Manager,Retail,10,Onsite,47,3,Medium,Depression,Neutral,3,Daily,Average,Asia
41,Male,Software Engineer,Education,14,Remote,56,8,Medium,Anxiety,Satisfied,4,Daily,Average,Asia
34,Male,Designer,Education,23,Hybrid,40,1,High,Anxiety,Satisfied,5,Daily,Average,Asia
43,Non-binary,Designer,Finance,20,Remote,55,11,Low,Anxiety,Neutral,5,None,Poor,Asia
60,Prefer not to say,Data Scientist,Healthcare,8,Onsite,51,14,Medium,Depression,Neutral,5,Weekly,Good,Asia
42,Prefer not to say,Designer,Consulting,22,Hybrid,45,6,High,Anxiety,Neutral,4,Daily,Average,Asia
46,Prefer not to say,Designer,Education,4,Onsite,48,4,Low,Anxiety,Neutral,3,None,Good,Asia
35,Female,Project Manager,Finance,8,Hybrid,25,14,High,Anxiety,Unsatisfied,4,Daily,Poor,Asia
25,Male,Sales,Manufacturing,31,Hybrid,31,6,Low,Depression,Unsatisfied,5,Weekly,Good,Asia
48,Prefer not to say,Software Engineer,Retail,25,Remote,39,3,High,Anxiety,Unsatisfied,2,Daily,Good,Asia
57,Female,Designer,Healthcare,17,Hybrid,40,15,Low,Depression,Satisfied,2,Weekly,Average,Asia
25,Non-binary,Marketing,Retail,34,Onsite,47,6,High,None,Neutral,1,None,Poor,Asia
55,Prefer not to say,Project Manager,Healthcare,11,Onsite,37,3,Medium,Depression,Satisfied,1,Weekly,Poor,Asia
47,Female,Data Scientist,Retail,1,Hybrid,25,10,High,Depression,Satisfied,3,Weekly,Average,Asia
46,Female,Sales,Retail,35,Hybrid,38,11,High,None,Satisfied,3,Weekly,Average,Asia
26,Male,HR,IT,6,Hybrid,27,10,Medium,Depression,Neutral,1,Daily,Poor,Asia
25,Male,Marketing,Consulting,35,Remote,54,15,Medium,Depression,Satisfied,3,None,Average,Asia
38,Prefer not to say,Sales,Finance,20,Remote,60,11,Medium,Depression,Unsatisfied,3,Daily,Good,Asia
38,Male,Marketing,Healthcare,34,Onsite,45,7,Medium,Burnout,Satisfied,2,None,Poor,Asia
23,Non-binary,Software Engineer,Finance,1,Onsite,47,8,Medium,Depression,Satisfied,3,None,Good,Asia
29,Male,Project Manager,Healthcare,18,Onsite,49,14,Low,Burnout,Satisfied,4,Weekly,Poor,Asia
42,Non-binary,Project Manager,Healthcare,7,Hybrid,32,3,High,Depression,Unsatisfied,3,Daily,Average,Asia
24,Male,Sales,Finance,16,Hybrid,48,13,Low,Burnout,Unsatisfied,3,None,Good,Asia
41,Female,Marketing,IT,13,Remote,33,10,Low,Depression,Satisfied,5,Weekly,Good,Asia
58,Male,Sales,Consulting,31,Onsite,27,13,Low,Anxiety,Satisfied,3,Weekly,Good,Asia
55,Male,Software Engineer,Retail,1,Hybrid,44,5,High,Anxiety,Satisfied,1,Weekly,Poor,Asia
35,Female,Designer,Retail,2,Hybrid,32,9,Low,None,Satisfied,1,None,Average,Asia
22,Female,HR,Retail,11,Hybrid,36,13,High,Anxiety,Neutral,2,Weekly,Good,Asia
60,Female,Sales,IT,6,Onsite,25,6,Medium,Depression,Unsatisfied,1,None,Poor,Asia
58,Prefer not to say,Sales,Manufacturing,2,Remote,25,7,Low,None,Neutral,2,Weekly,Poor,Asia
39,Prefer not to say,Data Scientist,Healthcare,20,Remote,39,1,Low,None,Unsatisfied,2,Weekly,Good,Asia
45,Prefer not to say,Software Engineer,Education,5,Hybrid,21,10,Medium,Burnout,Satisfied,4,Weekly,Good,Asia
59,Male,Project Manager,Consulting,35,Remote,48,0,Medium,None,Unsatisfied,1,Weekly,Average,Asia
31,Female,Project Manager,IT,3,Onsite,60,15,High,Burnout,Satisfied,1,None,Good,Asia
43,Male,Designer,Finance,2,Hybrid,54,9,High,Burnout,Neutral,3,Weekly,Poor,Asia
24,Female,Sales,IT,7,Remote,44,7,High,Burnout,Neutral,5,Daily,Poor,Asia
51,Male,Software Engineer,Finance,7,Remote,27,0,High,Burnout,Unsatisfied,3,None,Average,Asia
41,Non-binary,Designer,Consulting,30,Remote,26,6,Low,Burnout,Satisfied,1,None,Average,Asia
52,Female,Data Scientist,Manufacturing,1,Onsite,28,12,Low,None,Unsatisfied,1,Daily,Good,Asia
60,Prefer not to say,Designer,Finance,32,Remote,51,14,Medium,None,Neutral,5,Daily,Average,Asia
42,Prefer not to say,Designer,Education,13,Hybrid,23,3,High,Burnout,Unsatisfied,2,Daily,Good,Asia
40,Female,Software Engineer,Retail,3,Onsite,31,6,High,None,Satisfied,4,None,Poor,Asia
49,Male,Designer,Retail,30,Hybrid,35,3,Medium,Depression,Satisfied,1,Weekly,Average,Asia
42,Prefer not to say,Sales,Manufacturing,17,Remote,41,12,Medium,Burnout,Satisfied,3,None,Average,Asia
55,Male,Marketing,Consulting,14,Hybrid,40,4,Medium,Depression,Unsatisfied,4,None,Average,Asia
29,Male,HR,Finance,30,Onsite,56,11,High,Depression,Satisfied,4,Weekly,Good,Asia
33,Prefer not to say,Designer,Healthcare,23,Remote,35,12,Medium,None,Unsatisfied,2,None,Poor,Asia
30,Prefer not to say,Designer,Education,23,Remote,45,9,Medium,Depression,Satisfied,2,Weekly,Good,Asia
55,Female,Marketing,Finance,12,Onsite,38,6,Medium,None,Satisfied,4,Daily,Poor,Asia
31,Male,Designer,Retail,6,Remote,59,15,High,Burnout,Unsatisfied,1,Daily,Poor,Asia
22,Prefer not to say,HR,Healthcare,34,Hybrid,46,0,Medium,None,Satisfied,2,Weekly,Poor,Asia
26,Prefer not to say,Data Scientist,Finance,5,Onsite,26,8,Low,Burnout,Satisfied,2,Weekly,Average,Asia
55,Male,Marketing,Consulting,18,Remote,53,3,High,Anxiety,Neutral,3,Daily,Average,Asia
40,Non-binary,Data Scientist,Retail,23,Hybrid,32,11,High,Burnout,Neutral,4,Weekly,Average,Asia
46,Male,Project Manager,Retail,14,Onsite,59,14,High,Burnout,Unsatisfied,5,None,Poor,Asia
45,Prefer not to say,Software Engineer,Healthcare,21,Remote,38,12,Medium,Depression,Neutral,1,Weekly,Poor,Asia
33,Female,Software Engineer,Retail,4,Onsite,38,7,Medium,None,Neutral,1,None,Poor,Asia
25,Non-binary,Project Manager,Consulting,10,Onsite,22,9,Medium,None,Unsatisfied,5,Daily,Poor,Asia
46,Female,Software Engineer,Retail,12,Remote,40,10,Low,Anxiety,Neutral,2,Daily,Poor,Asia
59,Male,Sales,Healthcare,23,Onsite,20,15,Medium,Burnout,Neutral,3,None,Average,Asia
52,Prefer not to say,Sales,IT,18,Remote,56,12,High,Burnout,Satisfied,3,None,Average,Asia
52,Male,Marketing,Manufacturing,16,Onsite,27,7,Low,Depression,Unsatisfied,3,Weekly,Average,Asia
51,Non-binary,HR,Healthcare,17,Onsite,29,15,High,Anxiety,Neutral,3,None,Average,Asia
24,Male,Data Scientist,IT,10,Remote,52,3,High,Depression,Satisfied,3,Weekly,Average,Asia
43,Female,Data Scientist,Consulting,4,Hybrid,57,12,High,Anxiety,Unsatisfied,1,Daily,Average,Asia
54,Female,HR,Retail,9,Onsite,51,1,Medium,Anxiety,Neutral,4,Weekly,Poor,Asia
41,Prefer not to say,Designer,Finance,25,Remote,56,15,High,Burnout,Neutral,2,Weekly,Poor,Asia
57,Prefer not to say,HR,Retail,5,Onsite,42,1,Medium,Burnout,Neutral,5,Weekly,Good,Asia
28,Prefer not to say,HR,Finance,19,Remote,58,9,Medium,None,Neutral,4,None,Poor,Asia
45,Non-binary,Designer,Manufacturing,28,Remote,56,5,High,Burnout,Unsatisfied,1,Weekly,Average,Asia
46,Female,Project Manager,Retail,29,Hybrid,26,8,High,Depression,Neutral,4,Weekly,Good,Asia
24,Non-binary,Data Scientist,Healthcare,6,Onsite,43,11,High,Depression,Satisfied,1,Daily,Poor,Asia
60,Non-binary,Marketing,Finance,12,Onsite,43,3,High,Burnout,Satisfied,2,None,Poor,Asia
51,Female,Marketing,Retail,19,Onsite,60,10,Medium,Depression,Neutral,2,Weekly,Average,Asia
45,Male,Marketing,Retail,9,Remote,42,2,Medium,Burnout,Neutral,2,None,Average,Asia
56,Male,Marketing,Retail,1,Onsite,39,10,High,Depression,Satisfied,5,Weekly,Good,Asia
39,Non-binary,Software Engineer,Manufacturing,22,Onsite,26,7,Medium,Depression,Satisfied,5,Weekly,Poor,Asia
58,Male,Data Scientist,Healthcare,20,Remote,25,11,High,Burnout,Neutral,1,Daily,Good,Asia
42,Non-binary,Data Scientist,Retail,3,Remote,32,0,Medium,Depression,Satisfied,5,Weekly,Good,Asia
44,Non-binary,Sales,Retail,28,Hybrid,56,10,Low,Anxiety,Satisfied,1,Daily,Poor,Asia
43,Prefer not to say,Data Scientist,IT,34,Onsite,42,7,Medium,Burnout,Satisfied,3,Daily,Poor,Asia
49,Female,Software Engineer,Finance,34,Hybrid,59,0,High,None,Neutral,1,Daily,Average,Asia
27,Female,HR,Consulting,4,Hybrid,21,3,Low,Burnout,Unsatisfied,2,Weekly,Good,Asia
46,Male,Sales,Retail,14,Remote,56,2,Low,Anxiety,Satisfied,1,Weekly,Average,Asia
59,Prefer not to say,Sales,IT,27,Onsite,27,7,Medium,Depression,Neutral,4,Weekly,Good,Asia
41,Prefer not to say,Designer,Education,23,Remote,34,8,Low,Depression,Neutral,2,Weekly,Poor,Asia
34,Male,Software Engineer,Manufacturing,8,Remote,51,5,Medium,Anxiety,Satisfied,2,Daily,Average,Asia
47,Male,Marketing,IT,2,Onsite,55,9,Low,Anxiety,Satisfied,5,None,Good,Asia
35,Non-binary,Project Manager,Retail,34,Hybrid,20,12,Medium,None,Satisfied,2,Daily,Good,Asia
45,Non-binary,Software Engineer,Healthcare,5,Remote,33,12,Low,Anxiety,Neutral,2,None,Good,Asia
42,Prefer not to say,Data Scientist,Finance,22,Hybrid,50,2,High,None,Neutral,1,None,Good,Asia
31,Male,Marketing,Healthcare,3,Hybrid,53,6,Low,None,Neutral,1,Daily,Poor,Asia
51,Female,HR,Manufacturing,35,Hybrid,20,11,Medium,Burnout,Unsatisfied,2,Daily,Poor,Asia
33,Male,Software Engineer,Finance,30,Remote,26,9,Low,Burnout,Unsatisfied,4,Daily,Average,Asia
35,Prefer not to say,Designer,Manufacturing,32,Onsite,28,14,Medium,Depression,Satisfied,1,Weekly,Poor,Asia
52,Prefer not to say,HR,Consulting,3,Onsite,35,5,High,Depression,Neutral,4,None,Poor,Asia
48,Female,Marketing,Manufacturing,27,Remote,43,8,Medium,None,Unsatisfied,2,None,Good,Asia
41,Non-binary,Designer,Healthcare,11,Onsite,55,12,Medium,Depression,Satisfied,5,Weekly,Poor,Asia
24,Prefer not to say,Sales,Consulting,20,Onsite,40,5,High,Depression,Unsatisfied,1,Weekly,Good,Asia
26,Non-binary,Designer,Consulting,28,Hybrid,32,9,Low,Burnout,Satisfied,5,None,Average,Asia
22,Male,HR,Education,23,Onsite,30,13,Low,Depression,Unsatisfied,3,None,Poor,Asia
37,Male,Sales,Healthcare,31,Remote,55,1,Low,Depression,Neutral,3,Daily,Poor,Asia
54,Male,Data Scientist,Finance,10,Remote,41,0,Low,Burnout,Unsatisfied,5,None,Poor,Asia
47,Male,Marketing,Manufacturing,3,Onsite,23,2,Low,Anxiety,Satisfied,3,Weekly,Good,Asia
23,Prefer not to say,Software Engineer,Finance,11,Hybrid,41,15,Low,Burnout,Neutral,2,None,Poor,Asia
28,Male,Project Manager,Education,10,Onsite,49,15,High,Anxiety,Neutral,2,Weekly,Poor,Asia
26,Male,Sales,Consulting,29,Remote,33,1,Medium,None,Satisfied,4,Daily,Good,Asia
54,Non-binary,HR,Manufacturing,27,Onsite,23,13,Low,Anxiety,Neutral,3,Weekly,Average,Asia
27,Female,HR,Manufacturing,16,Remote,57,15,High,Anxiety,Unsatisfied,3,Daily,Average,Asia
27,Female,Software Engineer,Education,19,Hybrid,60,7,High,None,Neutral,4,Daily,Average,Asia
47,Male,Data Scientist,Education,19,Remote,50,2,Medium,Anxiety,Unsatisfied,4,Weekly,Poor,Asia
42,Non-binary,Data Scientist,Education,19,Onsite,33,7,Low,Burnout,Neutral,2,None,Average,Asia
28,Female,Marketing,Finance,5,Onsite,52,0,Low,Burnout,Unsatisfied,1,Weekly,Poor,Asia
49,Female,Sales,Retail,26,Remote,23,13,High,Anxiety,Satisfied,1,None,Poor,Asia
22,Non-binary,Designer,Finance,31,Remote,30,8,Medium,Anxiety,Satisfied,2,Daily,Average,Asia
58,Male,HR,IT,10,Remote,45,12,Low,Depression,Unsatisfied,2,Weekly,Poor,Asia
34,Prefer not to say,Data Scientist,Retail,18,Remote,59,1,Medium,Anxiety,Neutral,5,None,Poor,Asia
31,Non-binary,Marketing,Manufacturing,27,Remote,42,15,Low,Depression,Neutral,4,None,Poor,Asia
28,Female,Software Engineer,Healthcare,25,Hybrid,31,11,High,Depression,Satisfied,3,None,Good,Asia
56,Non-binary,Marketing,Healthcare,23,Onsite,39,1,Medium,Anxiety,Neutral,5,Daily,Average,Asia
57,Non-binary,HR,IT,10,Hybrid,49,0,Low,Burnout,Unsatisfied,4,None,Poor,Asia
22,Male,Designer,Consulting,33,Remote,32,2,Medium,Anxiety,Neutral,4,Daily,Good,Asia
48,Female,Designer,Retail,20,Hybrid,35,8,High,Anxiety,Satisfied,5,None,Poor,Asia
49,Prefer not to say,Project Manager,Retail,13,Remote,36,2,High,None,Unsatisfied,4,Weekly,Good,Asia
57,Prefer not to say,Sales,Finance,4,Onsite,49,13,High,Depression,Neutral,3,Weekly,Poor,Asia
48,Prefer not to say,Marketing,Consulting,26,Hybrid,41,7,High,Burnout,Neutral,1,Weekly,Good,Asia
24,Female,Designer,IT,5,Hybrid,23,5,High,None,Satisfied,4,None,Average,Asia
46,Female,Software Engineer,Consulting,9,Hybrid,42,5,Low,Anxiety,Neutral,4,Weekly,Average,Asia
25,Prefer not to say,Software Engineer,Finance,28,Hybrid,40,4,Low,Anxiety,Neutral,4,Weekly,Good,Asia
24,Non-binary,Sales,Finance,34,Remote,40,13,High,None,Satisfied,4,Daily,Average,Asia
54,Prefer not to say,Software Engineer,Retail,20,Hybrid,22,10,Low,Depression,Satisfied,1,None,Good,Asia
33,Male,Data Scientist,IT,11,Hybrid,45,8,High,Burnout,Neutral,2,Weekly,Poor,Asia
30,Prefer not to say,Data Scientist,Finance,31,Remote,41,11,High,Anxiety,Neutral,4,Daily,Average,Asia
41,Male,Project Manager,Education,14,Hybrid,59,4,Medium,None,Unsatisfied,2,Daily,Poor,Asia
41,Male,Project Manager,Education,33,Remote,46,8,Medium,Anxiety,Satisfied,5,Daily,Poor,Asia
55,Non-binary,Sales,IT,35,Remote,44,12,Low,None,Unsatisfied,5,Daily,Average,Asia
55,Female,Data Scientist,Retail,31,Onsite,58,15,Low,Burnout,Unsatisfied,2,None,Poor,Asia
47,Male,HR,Finance,17,Onsite,38,1,Medium,Anxiety,Satisfied,4,None,Average,Asia
41,Male,Sales,Manufacturing,13,Onsite,41,8,Low,Anxiety,Unsatisfied,2,Daily,Average,Asia
60,Female,Data Scientist,Healthcare,21,Hybrid,50,7,Low,None,Unsatisfied,2,Daily,Good,Asia
39,Non-binary,Project Manager,Consulting,17,Remote,34,8,High,Depression,Satisfied,3,Daily,Good,Asia
40,Male,Designer,Finance,26,Remote,24,5,High,None,Unsatisfied,4,None,Average,Asia
58,Male,HR,Consulting,25,Onsite,32,13,Low,Depression,Unsatisfied,4,Weekly,Average,Asia
56,Male,Software Engineer,Finance,6,Remote,39,11,Medium,None,Unsatisfied,3,Daily,Average,Asia
41,Female,Sales,Finance,30,Hybrid,46,4,Medium,Burnout,Satisfied,1,Daily,Poor,Asia
47,Prefer not to say,Data Scientist,Consulting,1,Onsite,46,6,Medium,Anxiety,Satisfied,4,Daily,Poor,Asia
56,Non-binary,Project Manager,IT,33,Hybrid,56,13,Low,None,Unsatisfied,5,None,Poor,Asia
42,Non-binary,Designer,Healthcare,19,Onsite,41,15,Low,None,Satisfied,4,Daily,Average,Asia
56,Female,Sales,Education,1,Remote,20,15,Medium,None,Neutral,2,Daily,Poor,Asia
55,Non-binary,Marketing,Manufacturing,8,Remote,28,12,High,None,Unsatisfied,1,None,Good,Asia
33,Non-binary,Data Scientist,IT,19,Remote,41,5,Medium,Burnout,Neutral,2,None,Average,Asia
45,Non-binary,Project Manager,Manufacturing,6,Remote,51,3,Low,Burnout,Neutral,4,None,Good,Asia
44,Male,Project Manager,Finance,14,Onsite,59,10,High,Burnout,Neutral,1,None,Good,Asia
22,Prefer not to say,Data Scientist,Retail,34,Hybrid,24,4,Medium,Anxiety,Satisfied,1,None,Average,Asia
43,Prefer not to say,Data Scientist,Finance,32,Hybrid,35,1,Medium,Anxiety,Satisfied,1,None,Average,Asia
49,Non-binary,Designer,IT,14,Hybrid,41,10,Low,Depression,Unsatisfied,5,Weekly,Poor,Asia
48,Male,Project Manager,Retail,23,Remote,41,5,High,Anxiety,Satisfied,1,Weekly,Poor,Asia
49,Non-binary,Data Scientist,Consulting,29,Remote,27,6,Medium,Depression,Neutral,2,Weekly,Average,Asia
42,Female,HR,Retail,5,Remote,43,2,High,None,Neutral,3,Daily,Average,Asia
43,Non-binary,Designer,Retail,29,Hybrid,37,15,Low,None,Neutral,4,Weekly,Poor,Asia
46,Female,Project Manager,Education,17,Onsite,51,3,Low,Burnout,Unsatisfied,5,Daily,Average,Asia
36,Non-binary,HR,Healthcare,14,Onsite,56,5,Medium,Depression,Satisfied,1,Weekly,Average,Asia
55,Prefer not to say,Project Manager,IT,35,Hybrid,42,2,Medium,Depression,Unsatisfied,5,None,Average,Asia
30,Prefer not to say,Software Engineer,Finance,17,Onsite,58,4,High,Depression,Neutral,3,Daily,Poor,Asia
59,Male,Designer,Healthcare,15,Hybrid,24,8,Low,Burnout,Satisfied,5,None,Poor,Asia
26,Female,Software Engineer,Consulting,22,Onsite,41,4,Low,Anxiety,Satisfied,5,Weekly,Poor,Asia
42,Male,HR,IT,10,Onsite,34,8,Medium,Anxiety,Unsatisfied,1,None,Average,Asia
52,Prefer not to say,Software Engineer,Manufacturing,17,Remote,20,5,High,Anxiety,Satisfied,1,None,Good,Asia
44,Male,Software Engineer,IT,17,Remote,36,7,Low,Burnout,Satisfied,2,Weekly,Average,Asia
38,Male,Designer,Education,12,Remote,36,1,Low,Burnout,Satisfied,1,Weekly,Average,Asia
51,Prefer not to say,Data Scientist,Retail,6,Remote,31,10,High,Anxiety,Neutral,1,Daily,Poor,Asia
60,Male,Software Engineer,IT,33,Onsite,36,4,Medium,Anxiety,Unsatisfied,1,Daily,Good,Asia
29,Prefer not to say,Sales,Education,8,Hybrid,29,8,Medium,Depression,Satisfied,3,Daily,Good,Asia
48,Non-binary,Sales,Finance,23,Remote,39,3,Low,Burnout,Unsatisfied,4,Weekly,Good,Asia
52,Prefer not to say,Project Manager,IT,16,Remote,26,12,High,Depression,Satisfied,5,None,Good,Asia
