Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Stress_Level,Mental_Health_Condition,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
46,Female,Data Scientist,Finance,11,Hybrid,20,14,Low,None,Satisfied,2,Daily,Average,Europe
35,Male,Designer,Retail,2,Remote,36,14,Low,Burnout,Unsatisfied,2,Weekly,Good,Europe
49,Male,Project Manager,Manufacturing,31,Onsite,56,3,High,Anxiety,Satisfied,4,Daily,Poor,Europe
27,Prefer not to say,Project Manager,Healthcare,22,Hybrid,52,3,Low,Anxiety,Satisfied,5,Weekly,Good,Europe
25,Non-binary,Software Engineer,Manufacturing,22,Remote,47,9,Medium,Burnout,Neutral,4,None,Good,Europe
38,Prefer not to say,Data Scientist,Education,35,Onsite,33,4,Low,Anxiety,Neutral,2,Daily,Average,Europe
42,Female,HR,Manufacturing,10,Hybrid,48,14,Low,Burnout,Satisfied,1,Weekly,Good,Europe
25,Male,HR,Healthcare,33,Hybrid,51,7,Medium,Depression,Neutral,1,Weekly,Average,Europe
55,Female,Software Engineer,Manufacturing,13,Remote,32,11,Medium,Depression,Satisfied,4,Daily,Average,Europe
37,Prefer not to say,Sales,Retail,32,Remote,56,3,High,Burnout,Neutral,1,Weekly,Poor,Europe
54,Prefer not to say,Marketing,Retail,10,Onsite,51,0,Medium,Anxiety,Unsatisfied,2,Daily,Average,Europe
57,Non-binary,Sales,Manufacturing,32,Remote,49,2,Medium,Anxiety,Satisfied,5,None,Average,Europe
50,Prefer not to say,Sales,Retail,21,Onsite,34,5,Medium,Depression,Satisfied,4,Weekly,Good,Europe
58,Female,Marketing,Retail,12,Onsite,36,7,Medium,Burnout,Unsatisfied,3,None,Poor,Europe
27,Non-binary,Designer,Finance,34,Onsite,36,10,Low,Depression,Satisfied,4,Daily,Good,Europe
58,Male,Designer,Education,10,Remote,60,7,Medium,Depression,Satisfied,3,Daily,Average,Europe
42,Male,Sales,IT,32,Hybrid,53,12,High,None,Satisfied,3,Weekly,Average,Europe
27,Male,Marketing,Healthcare,33,Hybrid,26,5,Low,Depression,Unsatisfied,4,Weekly,Average,Europe
42,Female,Marketing,IT,11,Hybrid,28,14,Low,None,Satisfied,2,None,Poor,Europe
48,Non-binary,HR,IT,2,Remote,56,13,Medium,Depression,Unsatisfied,5,Daily,Poor,Europe
27,Prefer not to say,Data Scientist,Finance,16,Onsite,50,3,High,Burnout,Unsatisfied,5,Weekly,Good,Europe
60,Male,HR,Education,6,Remote,37,7,Medium,Anxiety,Unsatisfied,2,Weekly,Poor,Europe
48,Prefer not to say,HR,Retail,4,Hybrid,53,15,Low,None,Neutral,2,Weekly,Good,Europe
38,Male,Sales,Education,25,Remote,44,10,Medium,Depression,Satisfied,5,Daily,Average,Europe
31,Female,Sales,Finance,32,Hybrid,31,15,Low,Depression,Unsatisfied,1,None,Good,Europe
56,Prefer not to say,HR,Finance,13,Hybrid,56,0,Medium,Depression,Satisfied,2,Daily,Good,Europe
51,Female,Sales,Consulting,10,Hybrid,39,2,Medium,None,Satisfied,5,None,Average,Europe
45,Male,Marketing,Manufacturing,28,Onsite,53,2,Medium,Depression,Neutral,2,None,Poor,Europe
55,Non-binary,Sales,IT,32,Hybrid,33,11,Medium,Anxiety,Neutral,1,Daily,Good,Europe
57,Prefer not to say,Marketing,Healthcare,16,Onsite,51,7,Medium,None,Unsatisfied,4,Weekly,Good,Europe
30,Female,Designer,Healthcare,2,Remote,52,0,High,Burnout,Unsatisfied,5,Daily,Good,Europe
28,Prefer not to say,Sales,Education,5,Remote,55,9,Medium,Anxiety,Satisfied,4,None,Poor,Europe
37,Male,Software Engineer,Retail,31,Onsite,54,8,Medium,Burnout,Satisfied,1,Weekly,Poor,Europe
30,Female,Data Scientist,Consulting,9,Hybrid,33,11,Low,Burnout,Unsatisfied,1,Daily,Average,Europe
36,Male,Project Manager,Retail,4,Hybrid,21,4,High,Burnout,Neutral,1,None,Poor,Europe
58,Prefer not to say,Designer,Manufacturing,17,Hybrid,28,13,Medium,Burnout,Neutral,5,Daily,Good,Europe
57,Female,Designer,Healthcare,22,Hybrid,56,3,High,Burnout,Unsatisfied,1,Weekly,Poor,Europe
42,Female,HR,Manufacturing,33,Hybrid,24,0,High,None,Neutral,1,None,Good,Europe
22,Prefer not to say,Software Engineer,Healthcare,6,Remote,43,3,Medium,None,Unsatisfied,4,Daily,Good,Europe
52,Non-binary,Sales,Education,25,Onsite,26,15,Medium,Burnout,Neutral,3,None,Average,Europe
26,Male,Project Manager,Education,21,Hybrid,24,13,High,None,Unsatisfied,4,None,Average,Europe
23,Prefer not to say,Sales,Finance,4,Remote,31,15,Low,Burnout,Neutral,3,Weekly,Average,Europe
37,Non-binary,Sales,Consulting,9,Remote,58,8,High,Anxiety,Satisfied,5,Daily,Poor,Europe
58,Prefer not to say,HR,Healthcare,29,Remote,25,9,High,Depression,Unsatisfied,1,Weekly,Good,Europe
42,Prefer not to say,Sales,Manufacturing,28,Onsite,53,4,High,Burnout,Satisfied,3,Daily,Average,Europe
57,Male,Project Manager,IT,8,Hybrid,56,15,High,Burnout,Unsatisfied,4,None,Poor,Europe
40,Female,Project Manager,IT,12,Remote,22,5,Medium,Burnout,Satisfied,2,None,Poor,Europe
36,Non-binary,Designer,Manufacturing,28,Hybrid,48,1,Medium,Burnout,Neutral,2,None,Good,Europe
54,Prefer not to say,Designer,Healthcare,27,Remote,20,1,High,Burnout,Satisfied,3,None,Average,Europe
55,Female,Sales,Consulting,15,Hybrid,22,9,High,Anxiety,Unsatisfied,2,None,Poor,Europe
34,Prefer not to say,Marketing,Finance,19,Onsite,58,4,High,None,Unsatisfied,2,None,Average,Europe
43,Prefer not to say,Project Manager,IT,17,Hybrid,58,2,Medium,Anxiety,Neutral,2,None,Average,Europe
33,Female,Sales,IT,26,Onsite,43,7,Low,Depression,Neutral,2,Daily,Good,Europe
50,Male,Designer,Manufacturing,17,Remote,30,14,Medium,None,Satisfied,1,Weekly,Average,Europe
24,Female,Data Scientist,Consulting,20,Remote,33,14,Low,Anxiety,Satisfied,5,None,Average,Europe
44,Male,Marketing,Finance,24,Remote,40,4,High,Burnout,Unsatisfied,5,None,Average,Europe
40,Prefer not to say,HR,Retail,19,Hybrid,28,4,Low,None,Neutral,2,None,Average,Europe
58,Female,Data Scientist,Consulting,7,Onsite,53,2,Low,Burnout,Unsatisfied,1,None,Good,Europe
36,Non-binary,Sales,Healthcare,22,Hybrid,50,3,Low,Anxiety,Satisfied,5,Daily,Average,Europe
40,Non-binary,Designer,Consulting,18,Remote,27,1,Medium,Depression,Unsatisfied,2,None,Average,Europe
59,Female,HR,IT,32,Remote,47,10,Low,Depression,Neutral,3,Daily,Good,Europe
33,Non-binary,Software Engineer,Retail,6,Onsite,45,2,Medium,Anxiety,Unsatisfied,5,Daily,Good,Europe
23,Prefer not to say,Marketing,Retail,15,Onsite,34,4,High,None,Satisfied,5,Weekly,Average,Europe
57,Male,Marketing,IT,28,Hybrid,33,3,Medium,Depression,Neutral,1,Daily,Average,Europe
60,Male,Designer,IT,11,Hybrid,50,2,Medium,None,Unsatisfied,5,None,Average,Europe
60,Prefer not to say,Software Engineer,Finance,20,Onsite,44,6,Low,None,Unsatisfied,3,Daily,Poor,Europe
45,Male,Designer,Retail,18,Remote,55,8,Medium,Burnout,Unsatisfied,4,None,Average,Europe
28,Prefer not to say,Sales,Manufacturing,10,Hybrid,30,2,Low,Anxiety,Unsatisfied,3,None,Poor,Europe
50,Non-binary,Sales,Finance,12,Remote,25,10,High,Anxiety,Satisfied,4,Weekly,Average,Europe
43,Prefer not to say,Project Manager,Healthcare,35,Hybrid,29,4,Low,Anxiety,Unsatisfied,1,None,Poor,Europe
30,Prefer not to say,Marketing,Manufacturing,23,Hybrid,59,2,Medium,Burnout,Unsatisfied,3,Daily,Average,Europe
43,Female,Sales,Education,13,Onsite,20,5,Low,Burnout,Neutral,1,Daily,Good,Europe
53,Prefer not to say,Sales,Manufacturing,3,Hybrid,53,7,High,Burnout,Unsatisfied,3,Daily,Poor,Europe
35,Male,Designer,IT,35,Remote,23,10,Low,Anxiety,Unsatisfied,5,Weekly,Good,Europe
50,Non-binary,Sales,Retail,30,Hybrid,27,15,Medium,None,Unsatisfied,4,None,Poor,Europe
48,Female,HR,Manufacturing,1,Remote,53,2,High,Anxiety,Satisfied,2,Weekly,Poor,Europe
40,Female,Software Engineer,Manufacturing,19,Remote,38,0,High,Burnout,Unsatisfied,4,Weekly,Good,Europe
36,Female,Project Manager,Education,20,Onsite,54,15,Medium,Burnout,Satisfied,2,None,Good,Europe
45,Male,Data Scientist,IT,5,Remote,27,9,High,Burnout,Neutral,5,Daily,Good,Europe
54,Non-binary,HR,Retail,32,Remote,55,5,Low,None,Satisfied,4,Weekly,Good,Europe
47,Non-binary,Software Engineer,Retail,9,Onsite,54,14,High,Burnout,Neutral,3,Daily,Good,Europe
42,Prefer not to say,Software Engineer,Education,5,Remote,57,12,Medium,Depression,Unsatisfied,4,Weekly,Good,Europe
22,Non-binary,Designer,Retail,27,Remote,25,12,High,Burnout,Satisfied,2,Weekly,Poor,Europe
32,Non-binary,HR,IT,33,Remote,52,3,High,Depression,Satisfied,2,Daily,Poor,Europe
43,Male,Data Scientist,Consulting,32,Hybrid,40,7,Medium,Depression,Unsatisfied,1,Weekly,Average,Europe
54,Non-binary,HR,Retail,16,Hybrid,57,6,Low,None,Unsatisfied,1,Daily,Average,Europe
29,Male,HR,IT,29,Onsite,44,4,Medium,Depression,Satisfied,1,Weekly,Poor,Europe
54,Prefer not to say,Software Engineer,Retail,8,Hybrid,30,9,Low,Burnout,Neutral,4,Daily,Poor,Europe
28,Male,Designer,Healthcare,15,Hybrid,38,8,Medium,Burnout,Unsatisfied,4,Weekly,Good,Europe
49,Prefer not to say,HR,Consulting,1,Hybrid,54,14,Low,Depression,Neutral,1,None,Average,Europe
49,Male,Marketing,Manufacturing,27,Hybrid,37,13,Medium,Depression,Neutral,5,None,Good,Europe
55,Non-binary,Software Engineer,Finance,16,Onsite,35,10,Low,Depression,Unsatisfied,4,Daily,Good,Europe
41,Male,Sales,Healthcare,10,Remote,59,4,Medium,Burnout,Unsatisfied,3,Weekly,Average,Europe
53,Non-binary,Project Manager,Consulting,19,Onsite,45,6,Medium,None,Satisfied,2,Weekly,Average,Europe
43,Male,Designer,IT,11,Remote,34,9,Medium,Depression,Unsatisfied,3,None,Good,Europe
53,Male,HR,IT,1,Hybrid,32,9,Medium,None,Unsatisfied,5,Daily,Average,Europe
22,Female,Data Scientist,IT,13,Onsite,59,14,High,None,Neutral,1,Weekly,Poor,Europe
33,Male,Designer,Retail,24,Hybrid,23,15,High,Anxiety,Neutral,1,None,Average,Europe
41,Non-binary,Marketing,Retail,20,Onsite,34,8,Low,Anxiety,Satisfied,1,Weekly,Average,Europe
40,Female,Marketing,Consulting,3,Remote,45,0,Medium,Anxiety,Neutral,3,Daily,Good,Europe
40,Non-binary,Marketing,Healthcare,8,Onsite,41,6,Low,None,Satisfied,1,Daily,Good,Europe
28,Prefer not to say,Software Engineer,IT,15,Remote,42,7,High,None,Satisfied,3,None,Poor,Europe
25,Prefer not to say,Sales,Education,7,Onsite,48,1,Low,Depression,Satisfied,1,Daily,Poor,Europe
30,Non-binary,Software Engineer,Finance,13,Onsite,42,10,Low,Burnout,Unsatisfied,4,None,Good,Europe
46,Male,Data Scientist,Education,23,Onsite,59,6,High,None,Satisfied,4,None,Good,Europe
46,Female,Marketing,Manufacturing,3,Remote,32,10,Medium,Burnout,Satisfied,4,Daily,Good,Europe
58,Prefer not to say,Designer,Education,8,Remote,24,9,Low,Anxiety,Unsatisfied,5,None,Good,Europe
42,Non-binary,Designer,IT,35,Hybrid,56,5,Low,Anxiety,Unsatisfied,3,Weekly,Poor,Europe
58,Female,Software Engineer,Manufacturing,31,Hybrid,22,6,Medium,Depression,Neutral,3,None,Average,Europe
48,Prefer not to say,Sales,Healthcare,6,Onsite,45,3,Low,Burnout,Neutral,5,Weekly,Good,Europe
43,Prefer not to say,HR,IT,30,Onsite,59,11,High,None,Unsatisfied,1,Daily,Poor,Europe
55,Non-binary,Sales,IT,23,Remote,25,10,Low,Anxiety,Neutral,5,Daily,Good,Europe
32,Prefer not to say,Marketing,IT,4,Remote,34,7,High,Burnout,Unsatisfied,1,Daily,Good,Europe
41,Female,HR,IT,5,Remote,29,13,High,None,Satisfied,1,None,Poor,Europe
48,Prefer not to say,Data Scientist,IT,15,Onsite,21,8,High,None,Satisfied,2,Weekly,Good,Europe
35,Prefer not to say,Marketing,Healthcare,27,Onsite,20,8,High,Burnout,Unsatisfied,4,None,Poor,Europe
59,Female,Software Engineer,Education,22,Hybrid,29,2,Medium,Anxiety,Neutral,2,Weekly,Average,Europe
37,Non-binary,Software Engineer,Retail,2,Remote,34,14,Low,Depression,Satisfied,2,Daily,Average,Europe
60,Prefer not to say,Project Manager,Healthcare,3,Onsite,30,10,Medium,Depression,Unsatisfied,5,None,Average,Europe
33,Male,Data Scientist,IT,11,Onsite,58,2,High,Depression,Satisfied,2,Weekly,Average,Europe
33,Female,Project Manager,IT,5,Remote,51,0,Medium,Burnout,Unsatisfied,1,Daily,Average,Europe
22,Prefer not to say,Designer,IT,29,Hybrid,21,5,Low,None,Unsatisfied,1,Weekly,Good,Europe
40,Non-binary,Data Scientist,Education,30,Remote,22,13,Low,Anxiety,Unsatisfied,3,Daily,Average,Europe
36,Non-binary,HR,Retail,11,Remote,29,4,Low,Depression,Unsatisfied,3,None,Average,Europe
46,Prefer not to say,Designer,Finance,26,Hybrid,22,13,High,Depression,Satisfied,4,Daily,Good,Europe
23,Non-binary,Sales,IT,22,Hybrid,32,5,High,Anxiety,Unsatisfied,3,Daily,Average,Europe
57,Male,Software Engineer,IT,9,Onsite,29,11,Medium,Burnout,Satisfied,3,Daily,Good,Europe
43,Female,HR,Consulting,24,Remote,22,3,High,Burnout,Satisfied,5,None,Average,Europe
43,Prefer not to say,HR,Finance,26,Remote,21,0,Medium,Burnout,Satisfied,2,Daily,Average,Europe
28,Female,Project Manager,IT,19,Remote,50,13,Low,Depression,Unsatisfied,3,Weekly,Poor,Europe
32,Female,Designer,IT,32,Hybrid,26,5,High,None,Unsatisfied,1,Weekly,Poor,Europe
28,Female,Data Scientist,Education,14,Onsite,30,9,High,None,Unsatisfied,3,Weekly,Average,Europe
57,Non-binary,Software Engineer,Finance,17,Onsite,49,6,Low,Depression,Unsatisfied,5,None,Good,Europe
28,Non-binary,Marketing,Healthcare,2,Remote,48,9,Medium,Anxiety,Neutral,5,None,Poor,Europe
36,Non-binary,Sales,IT,5,Remote,28,14,Medium,None,Neutral,2,Weekly,Poor,Europe
25,Prefer not to say,Software Engineer,Education,26,Remote,40,10,High,None,Satisfied,4,Weekly,Average,Europe
50,Female,Marketing,Finance,13,Hybrid,23,7,Low,Depression,Neutral,5,Weekly,Good,Europe
37,Male,Software Engineer,Manufacturing,24,Onsite,48,13,High,Anxiety,Satisfied,3,None,Poor,Europe
31,Male,HR,Finance,14,Hybrid,48,8,Medium,Anxiety,Neutral,1,Weekly,Average,Europe
22,Prefer not to say,Designer,Healthcare,6,Remote,29,11,High,Burnout,Unsatisfied,1,None,Good,Europe
45,Non-binary,Project Manager,Education,7,Onsite,51,2,High,Burnout,Unsatisfied,2,None,Average,Europe
40,Male,Sales,Manufacturing,31,Onsite,46,5,High,Depression,Satisfied,2,None,Poor,Europe
24,Female,Data Scientist,IT,19,Hybrid,29,6,High,Burnout,Satisfied,2,Daily,Average,Europe
42,Non-binary,Sales,IT,18,Remote,31,1,Low,Anxiety,Neutral,3,Daily,Average,Europe
40,Non-binary,Sales,Consulting,10,Remote,60,13,High,Depression,Satisfied,5,None,Average,Europe
27,Non-binary,Marketing,Finance,20,Hybrid,33,2,High,None,Satisfied,5,Weekly,Average,Europe
23,Female,HR,IT,13,Onsite,60,8,Low,Anxiety,Neutral,4,None,Good,Europe
25,Male,Project Manager,IT,10,Onsite,43,12,Low,None,Neutral,1,Daily,Average,Europe
60,Prefer not to say,Designer,Consulting,20,Hybrid,58,12,High,Anxiety,Neutral,3,Weekly,Poor,Europe
60,Prefer not to say,Marketing,Retail,11,Remote,28,14,High,Anxiety,Satisfied,5,None,Poor,Europe
24,Female,Designer,Retail,4,Hybrid,46,5,Medium,None,Neutral,5,None,Good,Europe
35,Male,HR,Manufacturing,4,Hybrid,49,15,Low,Anxiety,Neutral,5,None,Average,Europe
27,Non-binary,HR,Education,3,Onsite,24,15,High,Depression,Unsatisfied,4,None,Average,Europe
23,Female,Data Scientist,Retail,17,Hybrid,47,12,High,Depression,Satisfied,3,None,Good,Europe
22,Prefer not to say,Marketing,Consulting,24,Onsite,43,14,Medium,None,Satisfied,2,Weekly,Poor,Europe
22,Prefer not to say,HR,Consulting,24,Onsite,52,6,Medium,Depression,Satisfied,5,Daily,Good,Europe
42,Prefer not to say,HR,Manufacturing,2,Onsite,57,15,Low,Anxiety,Unsatisfied,1,None,Average,Europe
57,Male,Software Engineer,Education,6,Remote,51,1,Low,Depression,Satisfied,3,None,Average,Europe
38,Female,HR,Education,28,Onsite,58,8,Medium,None,Satisfied,4,None,Poor,Europe
48,Female,Sales,Retail,21,Onsite,45,11,Low,Burnout,Unsatisfied,2,None,Average,Europe
36,Non-binary,Sales,IT,21,Remote,53,15,Medium,Burnout,Satisfied,1,Weekly,Good,Europe
30,Female,Software Engineer,Finance,25,Onsite,34,13,High,Depression,Unsatisfied,3,Daily,Good,Europe
38,Non-binary,Marketing,IT,18,Onsite,45,3,Low,Burnout,Neutral,4,Daily,Good,Europe
26,Non-binary,Software Engineer,Education,23,Hybrid,59,0,High,Burnout,Satisfied,5,None,Poor,Europe
46,Male,Software Engineer,Retail,27,Remote,31,9,Medium,Burnout,Satisfied,4,Weekly,Average,Europe
51,Non-binary,Project Manager,Healthcare,17,Remote,52,4,Low,Burnout,Unsatisfied,4,None,Good,Europe
25,Prefer not to say,HR,Manufacturing,22,Hybrid,29,9,Medium,Burnout,Unsatisfied,5,Daily,Poor,Europe
45,Prefer not to say,Marketing,Finance,21,Remote,46,1,Low,Depression,Satisfied,1,Daily,Good,Europe
27,Female,Sales,Education,21,Onsite,50,12,Medium,Anxiety,Unsatisfied,2,None,Poor,Europe
43,Prefer not to say,Project Manager,Retail,29,Onsite,21,7,Medium,Anxiety,Satisfied,3,None,Poor,Europe
26,Non-binary,Designer,Retail,24,Hybrid,22,13,High,Burnout,Neutral,4,Weekly,Poor,Europe
41,Prefer not to say,Data Scientist,Finance,29,Remote,48,12,High,Burnout,Neutral,5,Daily,Poor,Europe
23,Male,Project Manager,IT,7,Hybrid,20,10,High,Depression,Neutral,2,Daily,Good,Europe
59,Non-binary,Designer,Manufacturing,34,Onsite,55,9,Low,Burnout,Satisfied,4,Weekly,Good,Europe
27,Female,Sales,Consulting,29,Onsite,32,15,Low,Anxiety,Neutral,5,Weekly,Average,Europe
32,Non-binary,Project Manager,Consulting,25,Remote,34,14,Medium,Depression,Neutral,4,None,Good,Europe
26,Male,Project Manager,Finance,13,Remote,39,0,Medium,None,Satisfied,5,Daily,Average,Europe
52,Female,Sales,Education,7,Hybrid,57,6,Medium,Depression,Neutral,5,None,Good,Europe
55,Non-binary,Software Engineer,Healthcare,28,Onsite,32,1,Low,Anxiety,Satisfied,4,Weekly,Average,Europe
28,Prefer not to say,Marketing,Healthcare,16,Hybrid,38,11,Low,Anxiety,Unsatisfied,2,Daily,Good,Europe
27,Non-binary,HR,Consulting,16,Onsite,39,3,Low,Depression,Satisfied,2,None,Good,Europe
40,Male,Data Scientist,Consulting,1,Hybrid,47,9,Medium,Burnout,Satisfied,2,None,Average,Europe
57,Female,Data Scientist,Consulting,19,Hybrid,55,7,High,Burnout,Neutral,3,None,Good,Europe
56,Non-binary,Data Scientist,Finance,22,Hybrid,28,4,Medium,Anxiety,Satisfied,1,None,Poor,Europe
35,Non-binary,Marketing,IT,21,Hybrid,44,2,Medium,None,Neutral,4,Daily,Average,Europe
40,Female,Project Manager,Education,16,Onsite,54,0,Medium,Burnout,Neutral,4,Daily,Average,Europe
24,Non-binary,HR,IT,30,Onsite,25,0,High,Burnout,Satisfied,1,Weekly,Good,Europe
57,Non-binary,Project Manager,IT,32,Remote,53,9,Medium,None,Unsatisfied,2,Daily,Average,Europe
44,Prefer not to say,Data Scientist,Healthcare,23,Remote,32,15,High,Burnout,Unsatisfied,5,None,Average,Europe
42,Non-binary,Software Engineer,Manufacturing,20,Hybrid,44,6,High,Burnout,Neutral,3,Daily,Poor,Europe
43,Non-binary,Software Engineer,Consulting,25,Onsite,24,5,High,Anxiety,Unsatisfied,4,Weekly,Average,Europe
58,Male,Sales,Manufacturing,33,Remote,47,14,High,Burnout,Neutral,1,None,Poor,Europe
44,Female,Data Scientist,Healthcare,7,Remote,49,11,Medium,Anxiety,Satisfied,3,Daily,Good,Europe
25,Prefer not to say,HR,Manufacturing,6,Remote,20,5,Low,Depression,Neutral,4,None,Good,Europe
53,Female,Software Engineer,Consulting,32,Hybrid,32,13,High,Depression,Neutral,5,None,Good,Europe
46,Prefer not to say,Designer,Healthcare,19,Hybrid,26,12,Low,Depression,Satisfied,3,Daily,Poor,Europe
36,Prefer not to say,Data Scientist,Healthcare,33,Remote,33,0,Medium,Anxiety,Unsatisfied,3,None,Average,Europe
50,Female,Project Manager,Finance,35,Remote,45,1,Medium,None,Neutral,3,Weekly,Good,Europe
57,Female,Designer,IT,31,Hybrid,35,6,Low,Burnout,Unsatisfied,3,Daily,Good,Europe
37,Non-binary,Software Engineer,Manufacturing,27,Hybrid,28,13,Low,None,Neutral,1,None,Good,Europe
28,Female,Marketing,IT,14,Hybrid,37,10,Medium,None,Satisfied,5,Daily,Good,Europe
52,Male,Project Manager,Consulting,35,Remote,56,10,Medium,Depression,Unsatisfied,3,Weekly,Poor,Europe
36,Female,HR,Education,32,Remote,39,5,High,Anxiety,Satisfied,5,None,Poor,Europe
35,Male,Software Engineer,Consulting,24,Remote,41,4,Low,Burnout,Satisfied,5,Weekly,Good,Europe
48,Female,Software Engineer,Retail,6,Onsite,20,4,High,Burnout,Unsatisfied,3,Daily,Poor,Europe
47,Male,Marketing,Retail,21,Hybrid,55,11,Low,Anxiety,Unsatisfied,3,Daily,Poor,Europe
54,Prefer not to say,Project Manager,IT,35,Hybrid,44,15,High,Anxiety,Unsatisfied,2,None,Average,Europe
37,Male,Software Engineer,IT,27,Remote,43,11,Low,Burnout,Neutral,2,Weekly,Average,Europe
23,Female,Marketing,IT,1,Hybrid,33,10,Medium,Burnout,Satisfied,1,Weekly,Poor,Europe
36,Female,Software Engineer,IT,4,Onsite,49,12,High,Anxiety,Neutral,3,Weekly,Average,Europe
49,Non-binary,Designer,Finance,11,Hybrid,20,9,Low,None,Satisfied,2,Daily,Good,Europe
60,Prefer not to say,Designer,Manufacturing,28,Onsite,43,12,High,None,Satisfied,5,Daily,Average,Europe
28,Male,Marketing,Retail,23,Onsite,55,12,Low,None,Satisfied,3,Weekly,Average,Europe
45,Female,Data Scientist,Healthcare,20,Remote,31,14,Low,Burnout,Neutral,2,Weekly,Average,Europe
