Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Stress_Level,Mental_Health_Condition,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
57,Male,Project Manager,Consulting,19,Remote,39,0,Low,Anxiety,Satisfied,1,Daily,Average,South America
24,Prefer not to say,Project Manager,Healthcare,30,Onsite,60,4,High,None,Satisfied,3,None,Average,South America
30,Non-binary,Project Manager,Consulting,20,Remote,27,14,Medium,Burnout,Unsatisfied,3,Weekly,Good,South America
28,Non-binary,Designer,Retail,22,Hybrid,30,3,Medium,Anxiety,Unsatisfied,2,Daily,Good,South America
47,Prefer not to say,Project Manager,Manufacturing,21,Onsite,47,7,Medium,Anxiety,Satisfied,1,Weekly,Average,South America
57,Non-binary,Project Manager,Consulting,26,Hybrid,28,4,High,Burnout,Neutral,2,Weekly,Poor,South America
23,Female,Data Scientist,Retail,34,Hybrid,35,14,Low,Depression,Satisfied,4,Daily,Good,South America
22,Non-binary,Project Manager,Retail,2,Onsite,40,5,Medium,Burnout,Satisfied,2,Weekly,Poor,South America
60,Female,Sales,Retail,10,Remote,59,15,Low,None,Satisfied,1,Daily,Poor,South America
53,Non-binary,Project Manager,Retail,7,Onsite,51,9,Low,Depression,Satisfied,5,Weekly,Poor,South America
55,Female,Sales,Finance,3,Onsite,36,1,Low,Depression,Unsatisfied,5,None,Good,South America
58,Male,Software Engineer,Finance,12,Onsite,35,5,Low,Burnout,Neutral,2,Weekly,Poor,South America
42,Male,Designer,Healthcare,32,Onsite,21,5,Low,Anxiety,Neutral,4,None,Poor,South America
24,Prefer not to say,Designer,Education,23,Onsite,38,7,Medium,Anxiety,Neutral,3,Weekly,Average,South America
50,Male,Software Engineer,Retail,29,Remote,40,5,Low,Depression,Neutral,4,Daily,Average,South America
37,Male,HR,Finance,8,Hybrid,46,4,Low,Burnout,Unsatisfied,3,Daily,Poor,South America
25,Male,Software Engineer,Finance,10,Remote,24,0,Low,Burnout,Unsatisfied,1,Weekly,Poor,South America
50,Male,Designer,Retail,16,Hybrid,55,8,High,Anxiety,Unsatisfied,5,Daily,Poor,South America
57,Non-binary,Designer,IT,35,Onsite,20,15,Medium,None,Satisfied,5,None,Poor,South America
39,Prefer not to say,Software Engineer,Education,32,Hybrid,51,10,High,Depression,Neutral,4,Weekly,Poor,South America
55,Prefer not to say,Data Scientist,Healthcare,8,Remote,49,10,Medium,Depression,Satisfied,5,Weekly,Good,South America
23,Non-binary,HR,IT,23,Remote,32,6,Low,Anxiety,Unsatisfied,2,Weekly,Good,South America
22,Male,Project Manager,Retail,35,Onsite,26,12,High,Burnout,Neutral,3,Daily,Poor,South America
27,Non-binary,HR,Manufacturing,29,Onsite,39,11,High,Depression,Satisfied,1,Daily,Poor,South America
54,Prefer not to say,Software Engineer,Education,8,Remote,23,6,High,Anxiety,Neutral,1,Weekly,Poor,South America
24,Female,Sales,Education,3,Remote,27,11,Medium,Depression,Satisfied,1,None,Poor,South America
48,Male,Designer,Manufacturing,4,Onsite,27,6,High,Anxiety,Satisfied,2,Weekly,Average,South America
51,Male,Software Engineer,Education,11,Onsite,33,5,Medium,Anxiety,Unsatisfied,4,None,Good,South America
44,Prefer not to say,Designer,Retail,2,Hybrid,40,0,High,None,Unsatisfied,5,None,Good,South America
60,Male,HR,Retail,2,Hybrid,34,0,Medium,Depression,Neutral,1,None,Poor,South America
56,Prefer not to say,Software Engineer,Education,27,Hybrid,53,2,Low,Anxiety,Satisfied,2,Daily,Average,South America
40,Non-binary,Designer,Finance,21,Remote,24,8,Medium,Burnout,Satisfied,5,Weekly,Good,South America
35,Female,Marketing,Retail,8,Remote,44,14,Medium,None,Neutral,5,Weekly,Average,South America
58,Female,HR,Finance,19,Remote,45,12,High,Depression,Unsatisfied,4,Daily,Poor,South America
26,Female,Marketing,Finance,12,Remote,59,5,Medium,Depression,Neutral,3,Daily,Good,South America
27,Male,Designer,Retail,21,Hybrid,49,13,Low,Anxiety,Satisfied,4,None,Average,South America
45,Prefer not to say,Marketing,Healthcare,30,Hybrid,44,15,High,Burnout,Unsatisfied,3,Weekly,Poor,South America
54,Non-binary,Software Engineer,Retail,26,Onsite,42,14,Low,None,Satisfied,4,Daily,Average,South America
25,Prefer not to say,Designer,IT,11,Hybrid,22,11,Medium,Anxiety,Neutral,5,None,Poor,South America
35,Male,Designer,Manufacturing,23,Hybrid,23,5,High,Depression,Unsatisfied,1,None,Good,South America
55,Male,Designer,Consulting,16,Onsite,47,8,Medium,None,Unsatisfied,5,None,Average,South America
43,Male,Software Engineer,Retail,32,Remote,23,10,Low,Burnout,Satisfied,5,Daily,Good,South America
46,Prefer not to say,Marketing,Consulting,25,Onsite,36,2,High,Anxiety,Unsatisfied,3,Daily,Poor,South America
25,Prefer not to say,HR,IT,33,Onsite,39,15,Medium,None,Satisfied,3,None,Average,South America
57,Male,Marketing,Education,11,Hybrid,25,0,High,Depression,Neutral,2,Daily,Average,South America
31,Prefer not to say,Marketing,Finance,16,Onsite,49,7,Medium,Anxiety,Satisfied,3,None,Good,South America
47,Non-binary,Designer,Consulting,18,Onsite,42,15,Medium,None,Satisfied,3,Daily,Poor,South America
36,Male,Project Manager,Manufacturing,1,Onsite,45,4,Medium,Depression,Neutral,4,None,Average,South America
38,Non-binary,Software Engineer,Healthcare,23,Onsite,57,14,Medium,Depression,Neutral,1,Weekly,Average,South America
60,Prefer not to say,Software Engineer,IT,12,Hybrid,51,2,High,Depression,Satisfied,5,None,Good,South America
30,Prefer not to say,Software Engineer,Finance,12,Hybrid,45,4,Medium,Anxiety,Satisfied,4,Daily,Good,South America
60,Non-binary,Designer,Finance,35,Hybrid,59,11,Medium,Depression,Satisfied,3,Daily,Average,South America
26,Non-binary,Designer,Healthcare,18,Remote,28,0,Medium,Burnout,Satisfied,2,Weekly,Good,South America
22,Male,Sales,IT,18,Onsite,51,1,Low,Burnout,Unsatisfied,5,None,Poor,South America
51,Non-binary,Data Scientist,IT,22,Remote,32,11,Medium,Anxiety,Neutral,5,Daily,Good,South America
43,Female,Data Scientist,Healthcare,26,Remote,54,7,Medium,Burnout,Satisfied,1,Daily,Average,South America
47,Male,Marketing,Manufacturing,11,Remote,24,5,Medium,Burnout,Satisfied,3,Weekly,Poor,South America
49,Male,Software Engineer,Retail,19,Onsite,24,9,Low,Depression,Unsatisfied,5,Daily,Poor,South America
35,Non-binary,Designer,Manufacturing,26,Remote,32,5,Low,Burnout,Neutral,4,None,Good,South America
58,Non-binary,Software Engineer,Education,15,Hybrid,21,3,Medium,None,Neutral,1,None,Good,South America
56,Male,Marketing,Retail,6,Remote,57,0,Low,None,Neutral,5,Weekly,Average,South America
36,Male,Software Engineer,Healthcare,8,Remote,50,0,Low,None,Satisfied,1,Weekly,Good,South America
58,Female,Project Manager,Manufacturing,26,Onsite,25,5,Medium,Burnout,Unsatisfied,3,Daily,Poor,South America
46,Prefer not to say,HR,Education,19,Onsite,30,8,Low,Anxiety,Neutral,2,None,Good,South America
25,Non-binary,Designer,Healthcare,23,Onsite,38,0,Medium,Depression,Satisfied,4,Daily,Poor,South America
34,Non-binary,Software Engineer,Healthcare,33,Hybrid,35,7,High,Depression,Neutral,5,Weekly,Poor,South America
28,Non-binary,Software Engineer,Retail,6,Hybrid,57,15,Low,Depression,Satisfied,1,None,Good,South America
24,Female,Designer,Retail,9,Remote,58,7,Low,Burnout,Satisfied,3,Weekly,Average,South America
32,Female,Sales,IT,33,Onsite,27,14,Medium,Anxiety,Satisfied,2,None,Average,South America
50,Prefer not to say,Marketing,Healthcare,21,Hybrid,59,10,Medium,Depression,Neutral,3,Daily,Average,South America
51,Non-binary,Designer,Manufacturing,3,Onsite,42,12,Low,Depression,Satisfied,2,None,Good,South America
27,Non-binary,Software Engineer,Manufacturing,2,Hybrid,60,2,Low,Depression,Unsatisfied,4,Daily,Average,South America
32,Male,Data Scientist,Finance,26,Onsite,58,9,Low,Depression,Neutral,4,None,Poor,South America
53,Non-binary,Marketing,Consulting,25,Onsite,28,5,Low,None,Unsatisfied,3,Weekly,Average,South America
30,Female,Sales,Finance,6,Remote,40,3,Medium,Anxiety,Unsatisfied,1,None,Good,South America
49,Non-binary,Sales,Manufacturing,26,Remote,57,3,Low,Anxiety,Satisfied,4,Daily,Average,South America
57,Male,Software Engineer,Consulting,34,Remote,53,1,High,Anxiety,Unsatisfied,2,None,Average,South America
38,Prefer not to say,Data Scientist,Consulting,21,Remote,25,6,High,Anxiety,Neutral,2,None,Average,South America
57,Non-binary,Software Engineer,Healthcare,10,Onsite,41,9,High,Burnout,Neutral,3,Daily,Poor,South America
58,Prefer not to say,Software Engineer,IT,5,Remote,50,8,Low,Anxiety,Neutral,2,Weekly,Good,South America
23,Non-binary,Data Scientist,Manufacturing,24,Onsite,59,9,Medium,None,Unsatisfied,3,Daily,Poor,South America
35,Prefer not to say,Designer,Healthcare,10,Remote,46,15,High,Depression,Satisfied,3,Daily,Average,South America
22,Male,Project Manager,Finance,15,Remote,39,10,Low,Anxiety,Neutral,1,Weekly,Average,South America
22,Prefer not to say,Project Manager,Manufacturing,15,Remote,52,15,Medium,Depression,Satisfied,5,None,Good,South America
29,Non-binary,Data Scientist,Retail,10,Hybrid,47,5,Medium,Burnout,Unsatisfied,4,None,Average,South America
38,Prefer not to say,HR,Retail,5,Onsite,37,0,Medium,Anxiety,Neutral,1,Weekly,Average,South America
49,Non-binary,Software Engineer,Finance,5,Remote,59,3,Low,Depression,Neutral,2,Daily,Good,South America
34,Female,Project Manager,Education,14,Remote,44,7,High,Depression,Unsatisfied,2,None,Average,South America
38,Female,Software Engineer,Manufacturing,9,Remote,60,2,High,Depression,Unsatisfied,3,Daily,Poor,South America
44,Female,Sales,IT,23,Onsite,49,2,High,Depression,Satisfied,5,Weekly,Good,South America
26,Non-binary,Data Scientist,Healthcare,5,Onsite,26,10,High,None,Neutral,4,Weekly,Average,South America
25,Non-binary,Project Manager,IT,24,Hybrid,60,10,Medium,Anxiety,Unsatisfied,3,Daily,Average,South America
49,Female,Software Engineer,Healthcare,8,Remote,23,5,Medium,Anxiety,Satisfied,4,Weekly,Good,South America
41,Non-binary,Project Manager,Manufacturing,8,Hybrid,58,15,Low,None,Satisfied,2,Daily,Poor,South America
53,Non-binary,Designer,Retail,10,Remote,41,2,High,Anxiety,Neutral,1,None,Poor,South America
37,Female,Data Scientist,Consulting,8,Onsite,35,6,High,Depression,Neutral,5,Daily,Poor,South America
57,Female,Designer,Healthcare,28,Hybrid,44,2,Medium,Anxiety,Satisfied,3,Daily,Average,South America
31,Female,Designer,Healthcare,24,Hybrid,60,0,High,Depression,Unsatisfied,2,Weekly,Good,South America
30,Male,Marketing,Finance,14,Remote,57,9,Medium,Anxiety,Neutral,4,Weekly,Average,South America
54,Male,Sales,IT,17,Onsite,52,12,High,Anxiety,Satisfied,4,Daily,Good,South America
25,Prefer not to say,HR,Finance,13,Remote,25,5,Medium,Burnout,Unsatisfied,4,Daily,Poor,South America
60,Prefer not to say,HR,Finance,33,Hybrid,45,7,High,Depression,Neutral,3,Weekly,Good,South America
27,Non-binary,Software Engineer,Retail,12,Remote,28,10,Medium,None,Unsatisfied,1,Weekly,Good,South America
24,Male,Software Engineer,Retail,14,Onsite,35,13,High,Burnout,Unsatisfied,4,Weekly,Good,South America
23,Non-binary,Project Manager,IT,35,Hybrid,45,11,Low,None,Unsatisfied,1,None,Poor,South America
50,Non-binary,Marketing,Manufacturing,18,Hybrid,58,6,Low,None,Unsatisfied,3,Daily,Good,South America
25,Male,Data Scientist,Healthcare,32,Onsite,45,15,Low,Depression,Unsatisfied,4,None,Average,South America
45,Male,Sales,Retail,4,Remote,31,0,Medium,Depression,Satisfied,2,Weekly,Average,South America
30,Non-binary,Marketing,Retail,27,Remote,40,4,High,None,Neutral,4,None,Average,South America
40,Prefer not to say,HR,Finance,33,Onsite,20,13,Medium,Anxiety,Neutral,4,Weekly,Poor,South America
31,Male,Designer,Manufacturing,24,Onsite,25,3,Low,Burnout,Neutral,4,None,Good,South America
58,Female,Designer,Healthcare,18,Remote,46,15,Medium,Depression,Neutral,5,None,Average,South America
35,Male,Data Scientist,Finance,20,Hybrid,23,2,Low,Anxiety,Satisfied,2,Weekly,Poor,South America
54,Male,Marketing,Consulting,22,Hybrid,28,4,Medium,None,Satisfied,1,None,Poor,South America
52,Male,Sales,Retail,20,Hybrid,22,11,Low,Depression,Satisfied,3,Weekly,Good,South America
33,Male,Marketing,Consulting,21,Hybrid,39,10,Low,None,Satisfied,5,None,Average,South America
53,Non-binary,Data Scientist,Healthcare,11,Onsite,49,8,Medium,Burnout,Satisfied,5,Daily,Good,South America
26,Prefer not to say,Data Scientist,Healthcare,30,Hybrid,36,1,High,Burnout,Unsatisfied,4,None,Average,South America
57,Male,Project Manager,Healthcare,35,Remote,25,9,High,None,Unsatisfied,3,Daily,Good,South America
60,Non-binary,Sales,Retail,30,Hybrid,59,8,High,Depression,Unsatisfied,1,Daily,Poor,South America
48,Prefer not to say,Data Scientist,Healthcare,6,Remote,27,7,High,None,Neutral,4,Daily,Average,South America
42,Male,HR,IT,30,Onsite,35,3,Low,None,Neutral,1,Daily,Average,South America
34,Prefer not to say,Sales,Retail,13,Remote,31,1,High,Anxiety,Unsatisfied,4,Weekly,Average,South America
53,Prefer not to say,HR,Consulting,3,Onsite,27,1,Medium,Anxiety,Satisfied,1,Daily,Poor,South America
60,Non-binary,Designer,Healthcare,28,Hybrid,39,7,High,Depression,Unsatisfied,2,Weekly,Poor,South America
54,Prefer not to say,Data Scientist,IT,14,Onsite,41,15,Low,Anxiety,Unsatisfied,5,Weekly,Poor,South America
56,Non-binary,Designer,Finance,9,Hybrid,36,7,Medium,Burnout,Neutral,3,None,Good,South America
39,Female,Data Scientist,Finance,30,Remote,44,2,Medium,Burnout,Satisfied,4,None,Good,South America
35,Non-binary,Data Scientist,Education,14,Onsite,52,11,Medium,Depression,Neutral,2,None,Average,South America
53,Male,Project Manager,Consulting,21,Hybrid,54,15,Low,None,Neutral,4,Daily,Good,South America
41,Male,Project Manager,Finance,3,Hybrid,33,11,Medium,Anxiety,Satisfied,3,None,Poor,South America
32,Prefer not to say,Sales,Finance,14,Hybrid,31,3,Medium,Depression,Unsatisfied,2,Daily,Poor,South America
39,Female,Project Manager,Education,9,Onsite,28,3,Low,None,Neutral,2,Weekly,Poor,South America
28,Male,Marketing,Manufacturing,28,Hybrid,32,2,Medium,Anxiety,Satisfied,5,Weekly,Average,South America
33,Non-binary,Marketing,Retail,4,Remote,35,6,Low,Anxiety,Unsatisfied,1,Daily,Good,South America
42,Male,Designer,IT,22,Hybrid,54,15,High,None,Neutral,2,None,Average,South America
48,Non-binary,Software Engineer,Finance,4,Onsite,50,11,Medium,Depression,Satisfied,5,Daily,Average,South America
46,Non-binary,Marketing,Healthcare,15,Hybrid,41,5,Low,Anxiety,Unsatisfied,2,Daily,Poor,South America
36,Prefer not to say,Sales,Consulting,22,Hybrid,23,4,Medium,Depression,Satisfied,4,Weekly,Poor,South America
29,Non-binary,Designer,IT,1,Hybrid,22,7,High,Depression,Neutral,4,None,Poor,South America
31,Non-binary,Data Scientist,Retail,27,Remote,34,9,High,Depression,Unsatisfied,2,Daily,Average,South America
53,Female,Designer,Finance,33,Remote,31,7,Low,Depression,Neutral,4,Weekly,Average,South America
49,Male,Marketing,Healthcare,26,Onsite,32,3,High,Burnout,Neutral,4,Daily,Poor,South America
48,Female,Marketing,Finance,14,Hybrid,44,2,High,Burnout,Satisfied,3,None,Good,South America
28,Female,HR,Consulting,25,Remote,38,7,Medium,Anxiety,Unsatisfied,4,Weekly,Good,South America
50,Male,HR,Manufacturing,29,Hybrid,57,12,High,Burnout,Neutral,3,None,Average,South America
23,Prefer not to say,Marketing,Finance,9,Hybrid,24,14,High,Anxiety,Unsatisfied,5,None,Good,South America
59,Non-binary,Project Manager,Finance,34,Remote,43,6,Medium,Burnout,Neutral,2,Weekly,Average,South America
59,Male,Project Manager,Healthcare,8,Onsite,39,15,High,Anxiety,Unsatisfied,3,None,Average,South America
45,Prefer not to say,Designer,Retail,28,Hybrid,47,7,High,Burnout,Neutral,2,Weekly,Poor,South America
32,Prefer not to say,Sales,Retail,2,Onsite,35,4,Low,None,Satisfied,5,Daily,Good,South America
48,Prefer not to say,Designer,Finance,34,Onsite,44,11,High,Anxiety,Unsatisfied,2,Weekly,Average,South America
43,Non-binary,Data Scientist,Manufacturing,28,Onsite,43,3,Medium,Anxiety,Satisfied,5,None,Average,South America
52,Non-binary,Software Engineer,Education,19,Hybrid,30,9,Low,Depression,Satisfied,2,Weekly,Good,South America
58,Non-binary,Data Scientist,IT,15,Onsite,58,9,High,Depression,Unsatisfied,4,Daily,Good,South America
33,Male,Marketing,Consulting,34,Remote,53,7,High,Anxiety,Neutral,3,None,Good,South America
23,Prefer not to say,Project Manager,Healthcare,13,Remote,51,14,Medium,Burnout,Neutral,1,Daily,Poor,South America
34,Female,Project Manager,Education,1,Remote,60,0,Medium,Anxiety,Satisfied,2,Weekly,Average,South America
56,Male,HR,Retail,27,Hybrid,35,14,High,Burnout,Neutral,1,None,Average,South America
28,Non-binary,HR,Education,21,Remote,59,7,High,Anxiety,Neutral,1,None,Poor,South America
36,Male,HR,IT,6,Hybrid,23,13,Medium,None,Unsatisfied,1,Weekly,Average,South America
47,Male,Marketing,Consulting,7,Hybrid,50,7,Medium,Burnout,Satisfied,1,Daily,Good,South America
60,Prefer not to say,Designer,Education,29,Remote,35,8,High,Burnout,Satisfied,2,Daily,Average,South America
42,Non-binary,Software Engineer,Manufacturing,25,Onsite,54,15,Low,None,Satisfied,4,Daily,Good,South America
36,Non-binary,Data Scientist,Retail,6,Hybrid,51,5,Medium,None,Neutral,3,Daily,Poor,South America
40,Non-binary,Sales,Finance,9,Remote,45,4,Medium,None,Neutral,5,Weekly,Good,South America
35,Non-binary,Software Engineer,Education,23,Hybrid,35,11,Medium,Depression,Unsatisfied,5,None,Poor,South America
26,Female,Designer,Healthcare,10,Remote,39,0,Medium,Burnout,Unsatisfied,1,None,Good,South America
31,Non-binary,Marketing,Consulting,11,Onsite,43,3,Low,None,Unsatisfied,5,None,Good,South America
45,Female,Sales,Finance,29,Remote,28,1,High,None,Neutral,1,Daily,Poor,South America
23,Non-binary,HR,Finance,1,Hybrid,43,13,High,None,Satisfied,1,Daily,Poor,South America
24,Female,Sales,Education,29,Remote,38,1,Low,Burnout,Unsatisfied,1,Weekly,Poor,South America
40,Female,Marketing,Education,6,Remote,49,15,Low,Depression,Satisfied,3,None,Average,South America
37,Male,Software Engineer,Consulting,1,Remote,60,0,High,None,Satisfied,4,None,Average,South America
22,Female,Marketing,Healthcare,24,Remote,31,10,High,Depression,Unsatisfied,1,None,Average,South America
24,Non-binary,Sales,Manufacturing,33,Remote,23,5,High,Anxiety,Satisfied,4,None,Good,South America
58,Non-binary,Project Manager,Healthcare,29,Remote,27,3,High,Depression,Unsatisfied,1,Daily,Average,South America
56,Non-binary,Marketing,Retail,25,Onsite,40,7,High,None,Satisfied,5,Daily,Average,South America
38,Female,Marketing,Retail,1,Hybrid,37,6,Low,Depression,Unsatisfied,2,None,Good,South America
28,Female,Sales,Healthcare,23,Remote,40,13,Low,Depression,Unsatisfied,4,None,Average,South America
32,Male,Project Manager,IT,22,Hybrid,51,11,Low,Anxiety,Neutral,2,Weekly,Poor,South America
58,Male,Sales,Retail,27,Remote,35,4,High,Anxiety,Satisfied,5,None,Average,South America
54,Male,Project Manager,Healthcare,26,Onsite,57,2,Low,Burnout,Satisfied,5,Weekly,Poor,South America
26,Non-binary,Project Manager,Finance,24,Remote,41,11,Low,Anxiety,Satisfied,4,Weekly,Average,South America
55,Non-binary,Project Manager,Healthcare,11,Remote,22,7,Low,Burnout,Neutral,5,Weekly,Poor,South America
25,Prefer not to say,Sales,Consulting,24,Remote,57,14,Low,None,Neutral,5,Weekly,Average,South America
39,Male,Project Manager,Manufacturing,4,Onsite,57,2,Medium,Anxiety,Unsatisfied,5,Weekly,Average,South America
60,Male,HR,Consulting,32,Onsite,30,0,High,None,Satisfied,5,Weekly,Average,South America
49,Prefer not to say,Software Engineer,Consulting,26,Onsite,32,13,Medium,None,Unsatisfied,5,None,Good,South America
45,Prefer not to say,Software Engineer,Finance,19,Remote,49,11,Low,None,Unsatisfied,2,None,Good,South America
44,Female,Software Engineer,Healthcare,12,Hybrid,56,15,Medium,None,Unsatisfied,3,Daily,Average,South America
41,Prefer not to say,Data Scientist,IT,4,Remote,22,4,Low,Anxiety,Unsatisfied,2,Daily,Good,South America
