Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Stress_Level,Mental_Health_Condition,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
50,Female,Data Scientist,Consulting,25,Onsite,33,9,High,Anxiety,Satisfied,2,Daily,Poor,Oceania
53,Non-binary,Marketing,Healthcare,3,Hybrid,46,13,Medium,None,Satisfied,3,Daily,Good,Oceania
50,Non-binary,Designer,Consulting,24,Hybrid,34,12,High,Depression,Unsatisfied,5,None,Average,Oceania
27,Female,HR,Retail,7,Hybrid,27,9,High,Burnout,Unsatisfied,1,Weekly,Poor,Oceania
32,Prefer not to say,Data Scientist,Finance,21,Remote,36,5,High,Anxiety,Satisfied,5,Daily,Good,Oceania
41,Female,Data Scientist,Finance,15,Hybrid,32,5,Low,Burnout,Unsatisfied,1,Daily,Average,Oceania
33,Female,Sales,Manufacturing,27,Remote,49,10,Medium,Anxiety,Unsatisfied,3,None,Average,Oceania
37,Non-binary,Project Manager,IT,26,Hybrid,27,9,Medium,Anxiety,Satisfied,1,Weekly,Poor,Oceania
45,Male,Designer,Healthcare,23,Onsite,29,8,Medium,Depression,Unsatisfied,3,None,Good,Oceania
53,Non-binary,Project Manager,IT,27,Onsite,33,5,High,None,Satisfied,5,None,Good,Oceania
56,Prefer not to say,Data Scientist,Retail,25,Hybrid,27,13,High,None,Unsatisfied,5,Weekly,Average,Oceania
45,Prefer not to say,Sales,Finance,10,Remote,28,14,Medium,Burnout,Neutral,1,Weekly,Poor,Oceania
39,Prefer not to say,HR,Manufacturing,5,Remote,59,12,Low,Anxiety,Satisfied,4,Weekly,Poor,Oceania
40,Female,Marketing,IT,27,Onsite,38,13,Low,Burnout,Neutral,5,Daily,Average,Oceania
42,Female,Project Manager,Retail,29,Hybrid,42,14,Low,None,Satisfied,4,Weekly,Poor,Oceania
60,Female,Data Scientist,Finance,33,Hybrid,60,0,Medium,Burnout,Neutral,4,Daily,Average,Oceania
60,Male,Project Manager,Consulting,6,Hybrid,33,11,Medium,Anxiety,Satisfied,3,Weekly,Poor,Oceania
58,Female,Designer,Retail,9,Onsite,44,2,Medium,Depression,Unsatisfied,4,None,Average,Oceania
36,Female,Software Engineer,Retail,14,Onsite,34,1,High,Anxiety,Unsatisfied,3,Daily,Good,Oceania
58,Prefer not to say,Marketing,Retail,1,Hybrid,43,14,High,Burnout,Neutral,4,Daily,Poor,Oceania
48,Male,Data Scientist,Education,30,Remote,42,1,Medium,Depression,Unsatisfied,3,Weekly,Average,Oceania
49,Female,Marketing,IT,5,Hybrid,51,6,Medium,Depression,Unsatisfied,5,Weekly,Average,Oceania
24,Female,Designer,Manufacturing,20,Onsite,58,12,High,Anxiety,Unsatisfied,1,Daily,Good,Oceania
39,Male,Sales,Healthcare,28,Hybrid,44,6,High,Depression,Satisfied,1,Weekly,Poor,Oceania
53,Prefer not to say,HR,Manufacturing,2,Remote,27,11,Medium,Burnout,Satisfied,4,Weekly,Poor,Oceania
37,Male,Sales,IT,25,Hybrid,39,9,Low,Anxiety,Satisfied,1,None,Poor,Oceania
22,Male,Project Manager,Retail,26,Hybrid,23,0,High,Depression,Neutral,4,None,Good,Oceania
41,Female,Software Engineer,Consulting,8,Remote,45,0,Medium,Anxiety,Satisfied,3,None,Good,Oceania
28,Male,Project Manager,Retail,23,Hybrid,46,6,Medium,Anxiety,Satisfied,4,None,Average,Oceania
29,Prefer not to say,Marketing,Manufacturing,15,Onsite,27,3,High,Anxiety,Satisfied,5,Daily,Average,Oceania
50,Prefer not to say,HR,Finance,26,Remote,57,10,Medium,Anxiety,Unsatisfied,4,Weekly,Average,Oceania
31,Prefer not to say,Project Manager,Healthcare,30,Remote,28,0,High,Anxiety,Neutral,3,None,Good,Oceania
42,Prefer not to say,Designer,Consulting,22,Hybrid,54,9,Medium,Depression,Unsatisfied,1,None,Good,Oceania
45,Non-binary,Software Engineer,Retail,31,Hybrid,20,1,Low,None,Neutral,5,Weekly,Poor,Oceania
57,Female,Sales,Finance,8,Hybrid,46,9,High,Anxiety,Unsatisfied,4,None,Poor,Oceania
56,Male,Sales,Education,10,Remote,36,13,High,Burnout,Unsatisfied,4,Weekly,Average,Oceania
34,Non-binary,Project Manager,IT,30,Remote,56,15,Low,Depression,Unsatisfied,1,Weekly,Poor,Oceania
28,Female,Project Manager,Finance,20,Remote,38,6,Low,Anxiety,Unsatisfied,1,None,Poor,Oceania
53,Prefer not to say,Data Scientist,Retail,28,Hybrid,48,6,High,Depression,Satisfied,3,Daily,Average,Oceania
35,Male,Marketing,Healthcare,26,Onsite,46,0,Low,None,Neutral,1,Weekly,Good,Oceania
36,Male,Marketing,Retail,31,Onsite,53,3,Medium,Burnout,Neutral,4,None,Poor,Oceania
34,Male,Sales,IT,26,Hybrid,39,3,Medium,None,Satisfied,5,Weekly,Average,Oceania
26,Male,HR,Retail,9,Onsite,45,0,Medium,Burnout,Satisfied,5,Weekly,Poor,Oceania
27,Female,Software Engineer,Education,14,Hybrid,46,5,Medium,Burnout,Unsatisfied,4,Daily,Good,Oceania
33,Male,Marketing,Consulting,12,Remote,51,12,Low,Burnout,Neutral,2,None,Poor,Oceania
38,Non-binary,Project Manager,Retail,29,Onsite,50,3,Low,Depression,Neutral,1,Weekly,Poor,Oceania
50,Male,Sales,Education,31,Hybrid,32,15,Medium,None,Unsatisfied,4,Weekly,Good,Oceania
32,Male,Sales,Manufacturing,6,Hybrid,44,15,Medium,Anxiety,Unsatisfied,2,Daily,Average,Oceania
39,Male,Project Manager,Finance,1,Hybrid,60,5,High,Depression,Satisfied,3,Daily,Poor,Oceania
53,Prefer not to say,Data Scientist,IT,10,Onsite,53,15,Medium,Burnout,Neutral,4,Daily,Average,Oceania
44,Female,Designer,Retail,6,Remote,54,10,Low,Depression,Neutral,5,Daily,Poor,Oceania
47,Non-binary,HR,Finance,23,Hybrid,56,6,Medium,Burnout,Unsatisfied,3,Daily,Average,Oceania
48,Male,Software Engineer,Healthcare,18,Remote,43,1,Low,None,Unsatisfied,1,Weekly,Poor,Oceania
43,Prefer not to say,Data Scientist,Finance,12,Hybrid,28,6,High,Burnout,Satisfied,5,Weekly,Good,Oceania
26,Male,Marketing,IT,5,Remote,37,2,Low,None,Satisfied,3,None,Good,Oceania
37,Prefer not to say,HR,Education,14,Onsite,40,12,High,None,Satisfied,5,None,Average,Oceania
45,Female,Sales,Healthcare,12,Remote,56,12,Medium,Burnout,Unsatisfied,3,Weekly,Poor,Oceania
43,Prefer not to say,Data Scientist,Education,14,Hybrid,34,9,High,Anxiety,Neutral,4,Weekly,Average,Oceania
24,Male,Marketing,Manufacturing,5,Remote,32,5,Low,Depression,Satisfied,2,Weekly,Average,Oceania
56,Female,Data Scientist,Education,33,Remote,44,4,High,None,Satisfied,4,None,Average,Oceania
40,Non-binary,Project Manager,Healthcare,9,Remote,27,6,Medium,Depression,Neutral,5,Daily,Good,Oceania
40,Non-binary,HR,IT,21,Onsite,21,1,High,Burnout,Neutral,5,None,Good,Oceania
60,Prefer not to say,Data Scientist,IT,8,Hybrid,50,12,High,Depression,Satisfied,5,Daily,Average,Oceania
27,Male,Sales,Education,2,Onsite,45,13,Medium,None,Satisfied,5,Weekly,Good,Oceania
39,Prefer not to say,Data Scientist,IT,6,Onsite,39,7,Low,Burnout,Unsatisfied,5,Weekly,Good,Oceania
41,Prefer not to say,HR,Manufacturing,26,Hybrid,36,2,Low,Depression,Satisfied,3,Weekly,Average,Oceania
42,Female,Designer,Retail,16,Onsite,52,7,Low,None,Neutral,2,Weekly,Average,Oceania
45,Prefer not to say,Marketing,Retail,19,Hybrid,23,3,High,Burnout,Satisfied,5,Weekly,Good,Oceania
46,Non-binary,Marketing,Healthcare,14,Onsite,40,12,Medium,Burnout,Unsatisfied,2,Weekly,Average,Oceania
30,Female,Software Engineer,Manufacturing,2,Remote,58,4,High,None,Neutral,4,Daily,Average,Oceania
31,Prefer not to say,Sales,Retail,15,Onsite,32,9,High,None,Unsatisfied,1,Daily,Poor,Oceania
60,Prefer not to say,Project Manager,Education,12,Onsite,40,7,High,None,Unsatisfied,3,None,Average,Oceania
27,Prefer not to say,Designer,Healthcare,28,Onsite,36,12,High,Burnout,Unsatisfied,5,Daily,Average,Oceania
42,Non-binary,HR,Consulting,25,Onsite,56,9,High,None,Neutral,2,Daily,Poor,Oceania
25,Male,Sales,IT,32,Remote,31,15,Low,Anxiety,Satisfied,1,Weekly,Poor,Oceania
59,Female,Marketing,Healthcare,30,Hybrid,21,3,High,None,Neutral,1,None,Poor,Oceania
37,Male,Sales,Healthcare,14,Remote,48,1,Low,Anxiety,Satisfied,2,Weekly,Poor,Oceania
29,Male,Software Engineer,IT,28,Onsite,29,9,Low,None,Unsatisfied,5,Weekly,Good,Oceania
47,Non-binary,Project Manager,Retail,30,Remote,23,14,High,Anxiety,Unsatisfied,1,Daily,Poor,Oceania
30,Female,Software Engineer,Consulting,20,Onsite,50,5,Low,Burnout,Neutral,5,None,Good,Oceania
57,Prefer not to say,HR,Consulting,2,Remote,35,4,Low,None,Neutral,5,Weekly,Average,Oceania
28,Prefer not to say,Marketing,Retail,23,Onsite,60,15,Medium,None,Neutral,1,None,Poor,Oceania
48,Prefer not to say,Sales,Healthcare,20,Hybrid,46,7,Medium,Depression,Satisfied,5,Weekly,Average,Oceania
27,Female,Data Scientist,Finance,9,Hybrid,48,3,High,Depression,Satisfied,4,None,Poor,Oceania
27,Male,Project Manager,Education,22,Hybrid,42,6,Low,Anxiety,Satisfied,4,None,Good,Oceania
58,Male,Designer,Retail,28,Remote,58,15,Low,Anxiety,Neutral,3,Weekly,Poor,Oceania
58,Female,Sales,Consulting,9,Onsite,32,11,High,Burnout,Satisfied,1,None,Average,Oceania
41,Female,Software Engineer,Consulting,30,Remote,45,12,Low,Anxiety,Satisfied,5,Daily,Good,Oceania
58,Male,Sales,Finance,32,Hybrid,47,7,Low,Depression,Satisfied,3,Weekly,Poor,Oceania
52,Male,HR,Retail,17,Remote,20,13,Medium,None,Satisfied,2,Daily,Average,Oceania
37,Prefer not to say,Sales,Education,20,Onsite,38,1,Medium,Anxiety,Satisfied,4,Weekly,Poor,Oceania
46,Non-binary,Sales,Consulting,11,Remote,43,10,High,None,Unsatisfied,1,Daily,Poor,Oceania
28,Prefer not to say,Data Scientist,Education,5,Hybrid,45,3,Medium,Depression,Neutral,3,None,Average,Oceania
26,Male,HR,Education,3,Hybrid,24,5,Low,Depression,Neutral,5,Weekly,Average,Oceania
25,Male,Project Manager,Education,12,Hybrid,26,1,Low,Burnout,Satisfied,3,Weekly,Average,Oceania
60,Prefer not to say,Marketing,IT,8,Hybrid,52,15,High,None,Neutral,3,Weekly,Good,Oceania
38,Non-binary,Software Engineer,Retail,24,Remote,21,13,Low,None,Satisfied,3,None,Poor,Oceania
43,Male,Marketing,Retail,10,Onsite,28,5,Low,Burnout,Unsatisfied,3,None,Average,Oceania
52,Female,Marketing,Education,4,Onsite,25,4,Medium,Anxiety,Neutral,4,Weekly,Good,Oceania
59,Female,Marketing,Manufacturing,3,Remote,35,8,Medium,Burnout,Unsatisfied,2,Daily,Average,Oceania
36,Male,Project Manager,Healthcare,2,Hybrid,35,2,Low,Burnout,Unsatisfied,4,Daily,Average,Oceania
34,Non-binary,Software Engineer,Healthcare,16,Onsite,41,14,High,Depression,Neutral,5,Weekly,Good,Oceania
24,Female,Data Scientist,Retail,35,Hybrid,34,8,Medium,Burnout,Satisfied,3,Weekly,Good,Oceania
24,Prefer not to say,Marketing,Finance,15,Hybrid,44,1,High,Anxiety,Neutral,4,Weekly,Good,Oceania
47,Female,Software Engineer,Manufacturing,15,Remote,46,12,Medium,None,Neutral,4,Weekly,Good,Oceania
24,Non-binary,Designer,Education,23,Onsite,32,6,Medium,Anxiety,Unsatisfied,5,None,Average,Oceania
28,Non-binary,Software Engineer,Consulting,7,Hybrid,59,15,High,Anxiety,Unsatisfied,2,Weekly,Average,Oceania
57,Male,Software Engineer,IT,3,Remote,48,7,Medium,Burnout,Unsatisfied,1,Weekly,Average,Oceania
37,Male,Marketing,Healthcare,27,Onsite,31,2,Medium,Burnout,Neutral,3,Daily,Poor,Oceania
55,Non-binary,Marketing,Retail,23,Hybrid,52,1,High,None,Neutral,3,Daily,Good,Oceania
45,Non-binary,Sales,Manufacturing,1,Hybrid,46,10,High,Depression,Satisfied,3,Daily,Good,Oceania
33,Female,HR,Finance,21,Remote,34,14,High,None,Neutral,1,Daily,Good,Oceania
38,Prefer not to say,Data Scientist,Consulting,16,Onsite,42,2,Low,None,Unsatisfied,1,None,Good,Oceania
44,Female,Sales,Consulting,31,Onsite,34,13,Low,Anxiety,Satisfied,2,Weekly,Average,Oceania
56,Non-binary,Designer,Consulting,35,Onsite,33,5,Low,None,Neutral,2,None,Average,Oceania
23,Non-binary,Project Manager,Manufacturing,27,Hybrid,48,5,Medium,Anxiety,Neutral,5,None,Average,Oceania
44,Female,Designer,IT,8,Remote,33,2,High,Burnout,Unsatisfied,1,Weekly,Poor,Oceania
58,Male,Software Engineer,Finance,20,Onsite,28,15,Low,Anxiety,Neutral,4,Daily,Good,Oceania
51,Female,Software Engineer,Manufacturing,4,Hybrid,50,1,Low,None,Satisfied,5,None,Average,Oceania
30,Non-binary,Designer,Retail,20,Hybrid,25,3,High,Anxiety,Neutral,5,Daily,Poor,Oceania
43,Female,Data Scientist,Finance,10,Onsite,26,11,Medium,Depression,Satisfied,2,Weekly,Average,Oceania
46,Prefer not to say,Project Manager,Consulting,35,Remote,46,1,Medium,None,Satisfied,2,Weekly,Average,Oceania
32,Non-binary,Data Scientist,IT,13,Remote,42,5,Medium,Depression,Unsatisfied,4,Weekly,Poor,Oceania
36,Non-binary,Sales,Healthcare,21,Remote,24,14,High,None,Unsatisfied,1,None,Average,Oceania
47,Prefer not to say,Designer,Retail,13,Remote,53,8,High,Burnout,Unsatisfied,5,None,Good,Oceania
59,Female,Designer,Retail,33,Remote,26,7,High,Anxiety,Unsatisfied,3,None,Average,Oceania
48,Prefer not to say,Marketing,Consulting,24,Onsite,58,12,Low,None,Neutral,2,Daily,Average,Oceania
28,Non-binary,Marketing,Finance,7,Onsite,37,7,Low,Burnout,Unsatisfied,4,None,Good,Oceania
56,Male,Designer,Retail,7,Onsite,44,2,High,Burnout,Neutral,2,Weekly,Good,Oceania
24,Non-binary,Designer,Healthcare,15,Remote,41,8,Medium,None,Unsatisfied,1,None,Poor,Oceania
30,Non-binary,HR,Finance,31,Remote,29,5,Medium,Depression,Neutral,1,None,Good,Oceania
27,Prefer not to say,Data Scientist,Retail,24,Remote,39,7,High,Burnout,Neutral,4,None,Good,Oceania
23,Non-binary,Sales,IT,35,Onsite,33,7,High,None,Unsatisfied,3,None,Good,Oceania
51,Prefer not to say,Software Engineer,IT,19,Remote,55,0,Low,Anxiety,Unsatisfied,2,Daily,Poor,Oceania
44,Female,Data Scientist,Finance,33,Remote,29,9,Medium,Burnout,Unsatisfied,5,None,Poor,Oceania
32,Male,Software Engineer,Manufacturing,23,Hybrid,29,5,High,Burnout,Neutral,1,None,Poor,Oceania
50,Prefer not to say,Sales,IT,28,Hybrid,27,2,High,Depression,Unsatisfied,4,Weekly,Poor,Oceania
54,Female,Designer,Consulting,15,Hybrid,29,0,Medium,None,Neutral,3,Weekly,Average,Oceania
57,Male,Software Engineer,Education,21,Hybrid,51,0,Medium,Burnout,Satisfied,3,Weekly,Good,Oceania
45,Female,Designer,Retail,13,Onsite,54,9,High,None,Neutral,3,Daily,Good,Oceania
33,Female,Data Scientist,Manufacturing,26,Onsite,27,3,Medium,Depression,Neutral,5,None,Poor,Oceania
46,Male,HR,Healthcare,30,Onsite,60,2,High,Burnout,Neutral,5,Daily,Good,Oceania
53,Non-binary,Designer,Retail,4,Hybrid,22,12,Low,Anxiety,Unsatisfied,5,Weekly,Average,Oceania
48,Female,Data Scientist,Education,32,Hybrid,38,9,Medium,Burnout,Satisfied,5,Weekly,Good,Oceania
42,Non-binary,Software Engineer,Education,10,Hybrid,24,14,Medium,Burnout,Neutral,5,None,Good,Oceania
23,Non-binary,Software Engineer,Retail,23,Remote,31,2,High,None,Satisfied,5,None,Average,Oceania
48,Prefer not to say,Marketing,Education,14,Hybrid,36,4,High,Anxiety,Unsatisfied,3,Weekly,Good,Oceania
32,Prefer not to say,Marketing,Education,21,Remote,22,7,Low,Depression,Neutral,5,Daily,Average,Oceania
41,Prefer not to say,Software Engineer,Consulting,32,Onsite,59,15,Low,Anxiety,Satisfied,2,Daily,Good,Oceania
25,Female,Designer,Healthcare,10,Remote,53,6,Low,None,Unsatisfied,3,None,Good,Oceania
31,Male,Data Scientist,Consulting,27,Onsite,57,2,High,Anxiety,Satisfied,5,Daily,Poor,Oceania
56,Non-binary,Project Manager,Retail,35,Hybrid,58,13,Medium,Anxiety,Satisfied,3,Weekly,Good,Oceania
50,Male,Designer,IT,6,Onsite,25,1,High,Anxiety,Unsatisfied,2,Weekly,Poor,Oceania
28,Non-binary,Project Manager,Healthcare,2,Onsite,48,0,High,Depression,Unsatisfied,1,None,Good,Oceania
60,Male,Marketing,Education,8,Hybrid,34,4,Low,Burnout,Neutral,3,Weekly,Average,Oceania
23,Male,Marketing,Finance,19,Remote,22,5,High,Anxiety,Neutral,2,Weekly,Good,Oceania
53,Non-binary,Marketing,Healthcare,8,Onsite,52,3,Low,None,Neutral,3,Daily,Poor,Oceania
49,Female,Designer,Finance,7,Remote,28,3,Low,Burnout,Unsatisfied,5,Daily,Average,Oceania
24,Prefer not to say,HR,Healthcare,6,Remote,43,4,Medium,None,Neutral,4,Daily,Poor,Oceania
24,Prefer not to say,Marketing,Retail,22,Remote,36,3,Medium,None,Neutral,2,Weekly,Poor,Oceania
46,Male,Marketing,Healthcare,17,Hybrid,40,9,Medium,Anxiety,Unsatisfied,2,Daily,Average,Oceania
24,Non-binary,Software Engineer,Education,7,Remote,33,15,Low,Depression,Satisfied,4,None,Good,Oceania
59,Non-binary,Data Scientist,Manufacturing,7,Remote,38,10,High,Depression,Unsatisfied,1,None,Good,Oceania
48,Non-binary,Software Engineer,IT,4,Remote,41,13,Low,Depression,Neutral,3,Weekly,Average,Oceania
53,Female,Marketing,Consulting,12,Hybrid,43,11,Low,Anxiety,Satisfied,5,Daily,Good,Oceania
26,Prefer not to say,Software Engineer,Manufacturing,2,Onsite,26,0,Low,Anxiety,Satisfied,3,Weekly,Average,Oceania
25,Female,HR,Finance,13,Remote,32,0,Medium,None,Neutral,4,Daily,Good,Oceania
29,Prefer not to say,Marketing,IT,12,Hybrid,49,4,High,Depression,Unsatisfied,1,Weekly,Good,Oceania
45,Male,Data Scientist,Healthcare,17,Remote,26,13,High,Burnout,Unsatisfied,5,Weekly,Average,Oceania
32,Male,Data Scientist,IT,20,Hybrid,22,7,Low,None,Neutral,2,Weekly,Poor,Oceania
52,Non-binary,HR,Healthcare,19,Onsite,29,8,High,Burnout,Satisfied,3,None,Average,Oceania
43,Prefer not to say,HR,Finance,26,Onsite,45,0,High,Burnout,Neutral,2,None,Poor,Oceania
58,Prefer not to say,HR,IT,24,Onsite,23,1,Low,Burnout,Neutral,3,Weekly,Good,Oceania
41,Prefer not to say,Data Scientist,Finance,4,Onsite,27,8,High,Burnout,Neutral,5,Daily,Good,Oceania
46,Non-binary,Software Engineer,Finance,16,Onsite,28,5,High,Burnout,Satisfied,4,Daily,Good,Oceania
34,Male,Marketing,Manufacturing,23,Onsite,44,9,Low,Depression,Neutral,2,None,Good,Oceania
53,Prefer not to say,Software Engineer,IT,7,Onsite,51,13,Low,Anxiety,Satisfied,1,Weekly,Good,Oceania
